id_zadania;id_uczestnika;id_jezyka;czas_zgloszenia;punktacja;status
8;36;1;27.11.2021 11:18;0;WA
3;69;3;27.11.2021 11:57;0;RE
6;23;1;27.11.2021 11:36;0;WA
4;4;10;27.11.2021 09:19;10;AC
2;50;5;27.11.2021 09:36;100;AC
2;69;4;27.11.2021 10:10;0;WA
4;64;1;27.11.2021 10:16;0;RE
1;16;4;27.11.2021 10:42;0;RE
4;26;1;27.11.2021 10:47;40;AC
4;50;1;27.11.2021 09:27;50;AC
5;55;5;27.11.2021 10:47;0;WA
3;46;7;27.11.2021 11:50;10;AC
10;83;2;27.11.2021 10:44;0;RE
6;86;4;27.11.2021 11:52;40;AC
10;48;2;27.11.2021 11:33;40;AC
5;59;1;27.11.2021 09:20;0;RE
7;85;1;27.11.2021 09:29;0;CE
9;31;1;27.11.2021 09:45;0;WA
4;64;9;27.11.2021 10:26;100;AC
6;71;9;27.11.2021 09:41;100;AC
9;89;2;27.11.2021 09:36;40;AC
8;31;2;27.11.2021 11:44;0;WA
5;63;5;27.11.2021 09:39;50;AC
4;67;1;27.11.2021 10:51;100;AC
5;36;1;27.11.2021 09:20;100;AC
9;97;2;27.11.2021 09:37;50;AC
4;93;6;27.11.2021 10:34;0;WA
3;72;1;27.11.2021 10:23;40;AC
2;79;2;27.11.2021 09:30;100;AC
2;9;4;27.11.2021 09:14;100;AC
6;55;5;27.11.2021 09:13;100;AC
6;18;2;27.11.2021 10:49;40;AC
10;34;9;27.11.2021 11:11;0;RE
1;42;3;27.11.2021 09:35;60;AC
3;55;1;27.11.2021 10:44;0;RE
6;89;1;27.11.2021 11:35;40;AC
9;86;10;27.11.2021 10:23;40;AC
3;27;1;27.11.2021 10:53;0;WA
10;22;4;27.11.2021 10:10;100;AC
6;18;5;27.11.2021 10:11;80;AC
4;21;1;27.11.2021 11:21;0;RE
9;21;1;27.11.2021 11:35;50;AC
6;65;3;27.11.2021 11:56;50;AC
4;86;3;27.11.2021 10:38;100;AC
10;20;2;27.11.2021 10:29;100;AC
5;28;1;27.11.2021 09:53;80;AC
3;53;2;27.11.2021 10:35;100;AC
5;8;8;27.11.2021 11:20;40;AC
6;57;7;27.11.2021 11:21;40;AC
3;62;5;27.11.2021 09:52;0;RE
5;89;1;27.11.2021 09:59;40;AC
10;93;1;27.11.2021 11:41;40;AC
6;43;1;27.11.2021 09:33;70;AC
2;38;1;27.11.2021 11:38;100;AC
6;2;1;27.11.2021 11:40;50;AC
5;83;9;27.11.2021 09:55;40;AC
2;42;1;27.11.2021 10:26;0;WA
2;53;1;27.11.2021 10:23;0;RE
2;76;10;27.11.2021 09:47;0;RE
4;92;10;27.11.2021 09:46;0;RE
1;45;3;27.11.2021 11:52;90;AC
9;95;1;27.11.2021 11:32;0;RE
10;74;3;27.11.2021 09:13;100;AC
7;24;10;27.11.2021 09:19;0;RE
7;5;1;27.11.2021 11:21;40;AC
1;51;2;27.11.2021 09:16;100;AC
8;40;1;27.11.2021 09:21;0;WA
9;11;1;27.11.2021 09:59;100;AC
7;61;1;27.11.2021 11:33;70;AC
2;52;1;27.11.2021 11:35;0;WA
7;80;1;27.11.2021 10:58;0;RE
1;74;5;27.11.2021 10:28;0;RE
7;89;4;27.11.2021 11:49;40;AC
6;38;6;27.11.2021 11:27;50;AC
1;25;1;27.11.2021 09:58;80;AC
4;19;7;27.11.2021 11:36;40;AC
10;69;1;27.11.2021 09:24;100;AC
10;79;2;27.11.2021 11:32;0;RE
9;27;10;27.11.2021 10:56;50;AC
4;92;1;27.11.2021 09:12;40;AC
1;25;10;27.11.2021 11:37;90;AC
10;74;1;27.11.2021 11:29;0;WA
3;16;1;27.11.2021 10:11;0;WA
8;47;1;27.11.2021 11:27;100;AC
5;77;1;27.11.2021 09:43;80;AC
5;51;1;27.11.2021 09:20;0;WA
4;19;1;27.11.2021 09:56;100;AC
3;67;1;27.11.2021 09:17;0;WA
6;25;7;27.11.2021 09:56;0;WA
4;92;8;27.11.2021 09:46;100;AC
10;7;1;27.11.2021 11:26;60;AC
9;2;1;27.11.2021 09:47;50;AC
5;57;6;27.11.2021 09:11;0;WA
9;33;4;27.11.2021 11:53;100;AC
1;42;1;27.11.2021 11:25;0;RE
6;44;9;27.11.2021 11:26;0;RE
2;96;4;27.11.2021 11:54;0;WA
10;78;1;27.11.2021 10:57;0;WA
8;95;9;27.11.2021 09:12;0;CE
6;72;7;27.11.2021 10:20;40;AC
9;67;8;27.11.2021 10:35;60;AC
5;87;1;27.11.2021 10:26;70;AC
4;38;2;27.11.2021 09:49;0;RE
7;9;1;27.11.2021 11:15;0;WA
2;50;1;27.11.2021 09:53;0;RE
1;10;2;27.11.2021 10:18;0;RE
4;58;3;27.11.2021 09:30;40;AC
3;77;1;27.11.2021 10:10;40;AC
10;55;7;27.11.2021 10:28;90;AC
3;67;1;27.11.2021 11:38;0;CE
10;17;1;27.11.2021 09:16;80;AC
7;89;1;27.11.2021 11:41;0;RE
1;80;1;27.11.2021 09:19;40;AC
5;75;2;27.11.2021 10:41;0;RE
8;44;9;27.11.2021 11:18;0;WA
10;43;8;27.11.2021 11:15;0;WA
4;65;1;27.11.2021 09:35;40;AC
8;85;1;27.11.2021 10:13;0;RE
2;46;5;27.11.2021 09:28;80;AC
10;61;3;27.11.2021 10:49;100;AC
5;43;1;27.11.2021 09:28;0;RE
1;48;6;27.11.2021 11:31;60;AC
3;11;1;27.11.2021 10:22;50;AC
5;24;1;27.11.2021 10:26;0;WA
6;21;1;27.11.2021 10:20;100;AC
10;44;1;27.11.2021 11:15;100;AC
1;15;4;27.11.2021 09:15;50;AC
4;49;2;27.11.2021 11:12;0;WA
4;100;1;27.11.2021 11:40;100;AC
1;34;1;27.11.2021 10:36;0;RE
6;75;1;27.11.2021 11:15;100;AC
4;51;1;27.11.2021 10:50;0;RE
10;82;1;27.11.2021 11:36;100;AC
4;73;4;27.11.2021 09:48;90;AC
4;7;3;27.11.2021 10:49;40;AC
9;9;1;27.11.2021 10:24;100;AC
2;36;1;27.11.2021 10:16;100;AC
9;20;4;27.11.2021 10:16;50;AC
2;33;8;27.11.2021 10:47;0;RE
2;13;1;27.11.2021 10:37;50;AC
9;46;1;27.11.2021 10:20;60;AC
1;46;4;27.11.2021 11:45;100;AC
5;51;1;27.11.2021 11:50;0;CE
5;19;1;27.11.2021 10:10;80;AC
2;92;5;27.11.2021 10:46;100;AC
1;91;1;27.11.2021 11:53;100;AC
1;17;1;27.11.2021 09:42;0;RE
8;33;2;27.11.2021 10:54;0;RE
6;90;9;27.11.2021 09:38;100;AC
10;34;8;27.11.2021 10:11;60;AC
9;81;1;27.11.2021 09:18;0;CE
6;27;2;27.11.2021 09:28;40;AC
4;77;7;27.11.2021 09:55;100;AC
6;3;1;27.11.2021 11:37;30;AC
7;51;1;27.11.2021 11:36;0;RE
10;24;7;27.11.2021 09:31;0;WA
3;48;2;27.11.2021 11:37;100;AC
6;53;1;27.11.2021 11:14;0;WA
5;10;1;27.11.2021 09:38;100;AC
3;94;3;27.11.2021 09:38;40;AC
9;67;10;27.11.2021 11:53;0;RE
4;82;5;27.11.2021 10:14;40;AC
5;48;8;27.11.2021 10:16;40;AC
4;49;2;27.11.2021 10:43;100;AC
4;2;2;27.11.2021 10:45;80;AC
9;1;5;27.11.2021 09:43;0;WA
9;42;1;27.11.2021 10:42;100;AC
10;4;7;27.11.2021 11:30;50;AC
6;89;1;27.11.2021 09:42;0;CE
7;92;2;27.11.2021 10:58;40;AC
3;33;1;27.11.2021 11:38;0;WA
10;88;1;27.11.2021 09:20;0;RE
5;57;2;27.11.2021 09:27;40;AC
4;3;4;27.11.2021 11:29;70;AC
7;33;5;27.11.2021 10:27;10;AC
1;71;1;27.11.2021 11:23;60;AC
4;46;7;27.11.2021 09:12;0;WA
9;22;2;27.11.2021 11:15;0;CE
9;40;2;27.11.2021 11:54;0;WA
2;53;1;27.11.2021 10:14;40;AC
5;52;1;27.11.2021 09:58;0;WA
6;20;1;27.11.2021 11:42;0;WA
9;57;1;27.11.2021 11:59;0;WA
1;93;2;27.11.2021 09:34;0;RE
9;95;4;27.11.2021 09:46;100;AC
3;44;1;27.11.2021 09:54;10;AC
8;77;1;27.11.2021 11:48;40;AC
8;83;1;27.11.2021 10:40;80;AC
3;10;4;27.11.2021 09:22;0;WA
1;63;2;27.11.2021 09:54;60;AC
5;22;7;27.11.2021 10:52;0;WA
8;45;7;27.11.2021 11:19;100;AC
7;57;1;27.11.2021 09:38;40;AC
1;83;4;27.11.2021 09:46;40;AC
1;76;1;27.11.2021 09:55;0;WA
2;58;2;27.11.2021 09:38;0;RE
8;15;5;27.11.2021 10:58;100;AC
8;94;2;27.11.2021 09:48;0;RE
10;87;3;27.11.2021 10:48;40;AC
7;37;9;27.11.2021 09:51;40;AC
1;92;2;27.11.2021 11:58;90;AC
9;8;7;27.11.2021 11:54;100;AC
8;39;9;27.11.2021 11:36;100;AC
10;22;1;27.11.2021 11:12;20;AC
8;3;1;27.11.2021 10:34;0;WA
3;84;1;27.11.2021 10:46;0;WA
9;26;1;27.11.2021 11:20;40;AC
1;86;2;27.11.2021 09:18;100;AC
5;20;1;27.11.2021 11:28;0;WA
4;10;2;27.11.2021 10:21;40;AC
1;74;2;27.11.2021 10:33;0;WA
9;80;2;27.11.2021 09:24;40;AC
7;4;2;27.11.2021 10:26;100;AC
9;45;2;27.11.2021 10:48;100;AC
9;85;2;27.11.2021 09:14;70;AC
2;92;2;27.11.2021 09:18;40;AC
5;36;3;27.11.2021 11:34;100;AC
5;6;7;27.11.2021 10:13;0;RE
3;32;1;27.11.2021 10:24;100;AC
3;53;1;27.11.2021 11:19;80;AC
7;26;1;27.11.2021 09:52;80;AC
7;87;1;27.11.2021 11:47;10;AC
6;47;1;27.11.2021 09:51;0;WA
10;52;6;27.11.2021 10:22;0;RE
10;75;1;27.11.2021 09:42;0;WA
6;13;10;27.11.2021 09:29;40;AC
2;65;1;27.11.2021 11:31;100;AC
9;68;2;27.11.2021 09:55;100;AC
1;28;6;27.11.2021 10:12;100;AC
10;76;1;27.11.2021 09:19;90;AC
5;91;1;27.11.2021 11:33;40;AC
8;92;10;27.11.2021 10:38;40;AC
2;84;2;27.11.2021 11:22;0;WA
6;67;2;27.11.2021 10:17;0;RE
10;12;8;27.11.2021 09:27;50;AC
1;45;1;27.11.2021 09:53;40;AC
4;67;7;27.11.2021 11:15;100;AC
6;18;4;27.11.2021 10:32;40;AC
5;81;9;27.11.2021 11:12;0;WA
3;45;1;27.11.2021 10:36;100;AC
3;94;1;27.11.2021 11:28;0;RE
2;85;1;27.11.2021 10:36;100;AC
2;44;4;27.11.2021 10:58;40;AC
10;33;10;27.11.2021 10:43;50;AC
6;86;2;27.11.2021 09:15;0;RE
2;55;4;27.11.2021 09:54;40;AC
5;88;1;27.11.2021 10:27;0;WA
2;36;1;27.11.2021 09:38;80;AC
1;63;5;27.11.2021 11:23;50;AC
10;92;5;27.11.2021 10:16;100;AC
4;100;5;27.11.2021 10:53;60;AC
8;63;2;27.11.2021 09:33;100;AC
2;9;2;27.11.2021 11:42;0;RE
4;42;9;27.11.2021 10:24;100;AC
3;83;1;27.11.2021 11:29;80;AC
7;4;1;27.11.2021 09:40;80;AC
4;45;1;27.11.2021 09:32;0;RE
1;77;1;27.11.2021 10:45;100;AC
7;24;1;27.11.2021 10:12;0;RE
5;62;1;27.11.2021 11:23;0;RE
3;73;6;27.11.2021 10:15;100;AC
6;73;3;27.11.2021 11:21;0;RE
1;85;2;27.11.2021 10:19;0;RE
1;77;1;27.11.2021 11:39;100;AC
10;88;10;27.11.2021 11:57;40;AC
3;74;1;27.11.2021 10:31;50;AC
1;34;1;27.11.2021 09:56;0;RE
6;66;2;27.11.2021 10:29;0;RE
7;11;1;27.11.2021 11:55;90;AC
6;47;2;27.11.2021 10:24;0;RE
2;29;1;27.11.2021 10:54;0;WA
5;71;3;27.11.2021 11:37;100;AC
6;62;5;27.11.2021 09:53;100;AC
5;33;1;27.11.2021 10:36;0;RE
10;27;1;27.11.2021 10:39;70;AC
7;39;3;27.11.2021 09:30;0;RE
10;2;1;27.11.2021 09:10;0;RE
6;52;6;27.11.2021 11:27;40;AC
1;63;1;27.11.2021 09:52;80;AC
9;46;2;27.11.2021 10:45;100;AC
10;5;1;27.11.2021 09:38;0;WA
5;37;2;27.11.2021 10:51;0;RE
7;16;1;27.11.2021 11:44;20;AC
8;70;2;27.11.2021 09:52;40;AC
4;16;1;27.11.2021 11:21;80;AC
7;82;9;27.11.2021 10:44;0;WA
8;27;9;27.11.2021 10:45;100;AC
8;70;10;27.11.2021 10:42;10;AC
7;72;1;27.11.2021 10:55;60;AC
7;22;2;27.11.2021 10:23;50;AC
10;72;1;27.11.2021 11:55;100;AC
10;86;2;27.11.2021 11:30;0;RE
6;45;2;27.11.2021 10:16;0;WA
2;53;1;27.11.2021 09:15;90;AC
1;75;1;27.11.2021 09:42;0;RE
1;69;1;27.11.2021 11:27;80;AC
3;27;10;27.11.2021 10:39;100;AC
3;68;6;27.11.2021 10:23;100;AC
10;53;1;27.11.2021 10:27;0;WA
9;61;1;27.11.2021 10:35;80;AC
3;13;9;27.11.2021 11:24;0;RE
3;68;10;27.11.2021 10:51;0;RE
3;44;2;27.11.2021 11:26;0;RE
6;19;1;27.11.2021 10:15;10;AC
9;33;7;27.11.2021 09:40;100;AC
10;42;4;27.11.2021 09:10;40;AC
9;52;1;27.11.2021 09:51;0;WA
4;87;1;27.11.2021 09:53;40;AC
6;22;9;27.11.2021 10:22;0;WA
5;100;1;27.11.2021 11:53;40;AC
2;91;1;27.11.2021 10:53;80;AC
10;82;3;27.11.2021 11:21;0;RE
10;13;4;27.11.2021 11:41;0;RE
8;8;1;27.11.2021 09:17;80;AC
5;61;1;27.11.2021 09:55;40;AC
6;89;2;27.11.2021 09:20;0;WA
1;39;1;27.11.2021 09:13;90;AC
1;51;1;27.11.2021 09:21;0;WA
8;74;1;27.11.2021 09:14;40;AC
3;75;1;27.11.2021 11:54;100;AC
1;68;1;27.11.2021 11:42;0;WA
6;43;1;27.11.2021 09:42;100;AC
4;66;6;27.11.2021 10:35;0;WA
10;79;10;27.11.2021 09:46;40;AC
5;100;7;27.11.2021 11:44;0;WA
10;84;1;27.11.2021 11:48;40;AC
7;72;1;27.11.2021 11:27;40;AC
6;20;1;27.11.2021 10:20;0;RE
8;35;4;27.11.2021 11:21;90;AC
5;51;9;27.11.2021 09:36;100;AC
4;24;1;27.11.2021 09:24;0;CE
9;62;1;27.11.2021 10:27;0;WA
9;15;1;27.11.2021 09:42;0;RE
10;6;5;27.11.2021 10:19;0;WA
6;52;1;27.11.2021 09:16;100;AC
7;48;1;27.11.2021 11:27;0;RE
3;96;1;27.11.2021 09:47;70;AC
9;18;1;27.11.2021 09:54;0;WA
8;64;2;27.11.2021 10:39;100;AC
1;19;1;27.11.2021 11:40;0;WA
1;97;7;27.11.2021 11:21;0;WA
3;42;2;27.11.2021 11:11;0;WA
9;99;1;27.11.2021 09:53;0;WA
9;96;4;27.11.2021 09:14;40;AC
6;75;9;27.11.2021 11:23;0;WA
4;5;8;27.11.2021 11:52;50;AC
2;51;1;27.11.2021 09:27;40;AC
3;1;9;27.11.2021 11:28;0;RE
8;93;9;27.11.2021 11:52;10;AC
1;74;1;27.11.2021 11:35;100;AC
5;89;2;27.11.2021 10:12;100;AC
8;8;1;27.11.2021 11:20;40;AC
4;43;1;27.11.2021 10:53;40;AC
9;93;1;27.11.2021 11:55;100;AC
2;78;1;27.11.2021 10:41;40;AC
6;47;4;27.11.2021 10:15;90;AC
9;96;2;27.11.2021 09:54;40;AC
8;16;1;27.11.2021 11:34;80;AC
7;99;5;27.11.2021 11:36;0;WA
4;33;1;27.11.2021 09:48;0;RE
9;22;1;27.11.2021 11:40;40;AC
5;58;2;27.11.2021 11:10;40;AC
6;77;5;27.11.2021 09:38;100;AC
10;58;1;27.11.2021 09:24;0;RE
3;18;1;27.11.2021 11:54;0;RE
5;43;2;27.11.2021 11:35;80;AC
3;20;8;27.11.2021 11:17;100;AC
8;22;2;27.11.2021 11:45;40;AC
2;27;7;27.11.2021 09:37;50;AC
2;16;1;27.11.2021 09:48;0;CE
6;73;2;27.11.2021 09:31;0;WA
4;61;1;27.11.2021 09:31;70;AC
1;52;2;27.11.2021 11:18;30;AC
3;32;5;27.11.2021 11:28;100;AC
3;19;2;27.11.2021 11:10;0;RE
9;35;7;27.11.2021 10:40;100;AC
8;75;1;27.11.2021 11:23;40;AC
3;82;1;27.11.2021 09:19;0;RE
3;7;5;27.11.2021 11:11;100;AC
9;43;1;27.11.2021 10:58;50;AC
7;68;2;27.11.2021 09:50;40;AC
5;52;2;27.11.2021 11:22;0;WA
6;24;2;27.11.2021 11:28;0;RE
8;32;7;27.11.2021 09:58;40;AC
5;77;1;27.11.2021 10:42;40;AC
9;99;1;27.11.2021 09:39;50;AC
9;39;3;27.11.2021 11:12;70;AC
6;87;2;27.11.2021 09:17;0;WA
6;95;1;27.11.2021 10:39;100;AC
1;35;1;27.11.2021 10:22;0;RE
9;49;4;27.11.2021 10:46;50;AC
6;9;1;27.11.2021 11:50;80;AC
4;45;2;27.11.2021 10:38;60;AC
10;29;2;27.11.2021 10:31;50;AC
8;15;6;27.11.2021 11:39;40;AC
7;12;1;27.11.2021 10:21;80;AC
7;40;1;27.11.2021 11:21;100;AC
8;62;1;27.11.2021 11:30;0;WA
2;4;4;27.11.2021 10:33;0;RE
6;16;1;27.11.2021 10:29;0;WA
5;44;1;27.11.2021 10:56;0;RE
10;33;1;27.11.2021 10:20;0;WA
7;69;1;27.11.2021 11:28;100;AC
4;47;2;27.11.2021 09:45;0;RE
4;87;1;27.11.2021 10:56;80;AC
6;85;1;27.11.2021 10:59;0;WA
9;96;5;27.11.2021 09:20;100;AC
3;46;1;27.11.2021 09:40;0;RE
8;87;8;27.11.2021 10:20;50;AC
1;11;4;27.11.2021 10:13;0;WA
7;47;2;27.11.2021 11:24;0;RE
1;51;1;27.11.2021 10:25;0;RE
2;84;6;27.11.2021 10:51;100;AC
9;13;1;27.11.2021 10:16;0;RE
7;77;9;27.11.2021 11:30;0;WA
9;93;5;27.11.2021 10:57;0;WA
9;78;1;27.11.2021 11:36;0;WA
4;36;2;27.11.2021 11:12;0;WA
6;46;10;27.11.2021 09:38;50;AC
10;90;1;27.11.2021 09:28;100;AC
4;8;9;27.11.2021 11:59;90;AC
9;36;1;27.11.2021 11:51;10;AC
9;18;1;27.11.2021 10:54;0;CE
5;72;1;27.11.2021 10:14;100;AC
4;87;2;27.11.2021 11:52;80;AC
7;57;2;27.11.2021 10:36;40;AC
2;54;2;27.11.2021 09:28;40;AC
3;33;1;27.11.2021 09:36;40;AC
1;83;3;27.11.2021 10:11;40;AC
7;29;1;27.11.2021 11:25;0;RE
4;63;2;27.11.2021 09:32;100;AC
7;10;2;27.11.2021 11:41;50;AC
10;18;8;27.11.2021 09:16;0;WA
6;21;1;27.11.2021 10:13;0;RE
8;96;6;27.11.2021 09:48;0;RE
3;64;2;27.11.2021 10:14;80;AC
10;77;7;27.11.2021 11:23;40;AC
2;12;1;27.11.2021 10:19;0;WA
4;65;1;27.11.2021 11:14;80;AC
3;23;3;27.11.2021 09:11;0;WA
4;38;8;27.11.2021 11:36;40;AC
7;51;1;27.11.2021 09:40;0;WA
9;55;2;27.11.2021 10:13;0;RE
7;24;2;27.11.2021 11:14;0;RE
1;66;2;27.11.2021 09:35;50;AC
8;62;1;27.11.2021 09:15;40;AC
2;90;2;27.11.2021 11:45;0;WA
8;64;1;27.11.2021 09:41;70;AC
5;23;1;27.11.2021 10:30;0;WA
8;36;3;27.11.2021 09:36;0;RE
6;22;1;27.11.2021 11:50;0;WA
5;62;1;27.11.2021 11:37;70;AC
2;38;1;27.11.2021 11:12;50;AC
2;54;1;27.11.2021 11:17;50;AC
5;10;1;27.11.2021 09:48;40;AC
7;32;10;27.11.2021 10:58;0;RE
10;38;5;27.11.2021 09:30;0;WA
1;55;2;27.11.2021 11:45;0;RE
1;70;5;27.11.2021 11:33;90;AC
9;81;5;27.11.2021 09:43;40;AC
1;6;1;27.11.2021 10:48;50;AC
7;21;1;27.11.2021 10:16;0;RE
6;10;3;27.11.2021 09:17;0;WA
4;72;1;27.11.2021 09:21;90;AC
6;5;2;27.11.2021 09:58;0;WA
3;72;10;27.11.2021 09:32;0;WA
7;43;2;27.11.2021 09:46;80;AC
7;79;1;27.11.2021 11:43;100;AC
6;87;1;27.11.2021 10:18;0;WA
7;80;1;27.11.2021 09:23;40;AC
9;16;1;27.11.2021 10:33;40;AC
10;18;2;27.11.2021 11:13;10;AC
5;61;1;27.11.2021 09:45;40;AC
8;69;9;27.11.2021 09:59;0;WA
7;45;10;27.11.2021 09:35;50;AC
7;51;1;27.11.2021 11:46;80;AC
1;36;1;27.11.2021 11:28;90;AC
4;1;2;27.11.2021 11:37;100;AC
10;49;1;27.11.2021 10:16;0;CE
1;49;1;27.11.2021 10:35;40;AC
5;62;1;27.11.2021 10:59;100;AC
5;61;4;27.11.2021 11:55;100;AC
10;22;6;27.11.2021 11:35;40;AC
2;80;3;27.11.2021 11:38;100;AC
3;93;8;27.11.2021 11:14;90;AC
